index,mmd_score,std
1000,1.878661751747132,0.0
2000,1.925013780593872,0.0
3000,1.9700781106948853,0.0
4000,1.9901471138000488,0.0
5000,2.0037529468536377,0.0
6000,1.932810664176941,0.0
7000,1.9989782571792605,0.0
8000,1.9330298900604248,0.0
9000,1.870205998420716,0.0
10000,1.97871994972229,0.0
11000,1.891671061515808,0.0
12000,1.9575332403182983,0.0
13000,1.954347491264344,0.0
14000,1.8638441562652588,0.0
15000,1.960471987724304,0.0
16000,1.9016768932342527,0.0
17000,1.8503403663635247,0.0
18000,1.885164499282837,0.0
19000,1.9204610586166384,0.0
20000,1.8962867259979248,0.0
21000,1.8480595350265503,0.0
22000,1.9023351669311523,0.0
23000,1.8599885702133176,0.0
24000,1.877016544342041,0.0
25000,1.9103206396102903,0.0
26000,1.8685257434844968,0.0
27000,1.950203537940979,0.0
28000,1.8636486530303955,0.0
29000,1.8282485008239744,0.0
30000,1.8471019268035889,0.0
31000,1.8645282983779907,0.0
32000,1.8755512237548828,0.0
33000,1.811923265457153,0.0
34000,1.8525229692459104,0.0
35000,1.8804748058319087,0.0
36000,1.8901433944702148,0.0
37000,1.864829421043396,0.0
38000,1.84660279750824,0.0
39000,1.8374037742614744,0.0
40000,1.817955017089844,0.0
41000,1.8780051469802856,0.0
42000,1.8846232891082764,0.0
43000,1.871519923210144,0.0
44000,1.8662813901901243,0.0
45000,1.851287841796875,0.0
46000,1.8730064630508425,0.0
47000,1.8664262294769287,0.0
48000,1.85639226436615,0.0
49000,1.887015700340271,0.0
50000,1.855009913444519,0.0
51000,1.8110507726669312,0.0
52000,1.8810262680053709,0.0
53000,1.867256999015808,0.0
55000,1.8134729862213133,0.0
60000,1.8675373792648315,0.0
65000,1.8356595039367676,0.0
